"関連分野","区分","順位","会議名","URL","所管","対象分野","直近開催日","備考"
"デジタル・サイバーセキュリティ","省庁","","サイバーインフラ事業者に求められる役割等の検討会（経産省側ページ）","https://www.meti.go.jp/shingikai/mono_info_service/sangyo_cyber/wg_seido/wg_bunyaodan/software/cyber_infrastructure/005.html","経済産業省","ソフトウェア・ICTサービスのサプライチェーンセキュリティ","2026年2月26日（第5回・書面審議）","NCOと連動する実務検討"
"コンテンツ","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・重点分野全体","2026年3月10日（第3回）","コンテンツを含む重点分野の上位会議"
"コンテンツ","官邸・政府横断","","コンテンツ産業官民協議会","https://www.cao.go.jp/chizai/contents_kyogikai/index.html","内閣府知財","アニメ・マンガ・音楽・映画映像・ゲーム・放送","2026年4月2日（第2回）","コンテンツ分野の司令塔会議"
"コンテンツ","官邸・政府横断","6","映画戦略企画委員会","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/wgkaisai/eiga_dai3/index.html","官邸・新しい資本主義実現本部関連","映画・映像制作環境・ロケ誘致","2025年4月16日（第3回）","映画政策に特化"
"コンテンツ","官邸・政府横断","","新しい資本主義実現本部の関連会議","https://www.cas.go.jp/jp/seisaku/atarashii_sihonsyugi/","官邸","成長戦略全般","個別会議ベースで確認","コンテンツ・映画分野会議の上位文脈"
"コンテンツ","官邸・政府横断","7","クールジャパン戦略会議","https://www.cao.go.jp/cool_japan/kaigi/cj_strategy/cj_strategy_kaigi.html","内閣府","コンテンツ×地方創生・観光・海外発信","2026年3月19日（第6回）","地方創生・観光連動の司令塔"
"コンテンツ","官邸・政府横断","","知的財産戦略本部","https://www.cas.go.jp/jp/seisakukaigi/titeki2/index.html","官邸","知財・コンテンツ政策全般","上位本部ページで確認","WG群を束ねる母体"
"コンテンツ","官邸・政府横断","4","コンテンツ戦略WG","https://www.cas.go.jp/jp/seisakukaigi/titeki2/index.html","知的財産戦略本部","コンテンツ創造基盤・制度・海外展開","2025年4月14日（合同会議）","Create Japan WG等と合同開催あり"
"コンテンツ","官邸・政府横断","5","Create Japan WG","https://www.cas.go.jp/jp/seisakukaigi/titeki2/index.html","知的財産戦略本部","海外発信・クールジャパン・地域波及","2025年4月14日（合同会議）","コンテンツの対外発信・地方波及"
"コンテンツ","官邸・政府横断","","デジタル関連産業のグローバル化促進のための関係閣僚会議","https://www.cas.go.jp/jp/seisaku/digital_global_kakuryokaigi/index.html","官邸","デジタル・コンテンツ海外展開","2025年9月19日（第4回）","閣僚級の横断会議"
"コンテンツ","省庁","1","エンタメ・クリエイティブ産業政策研究会","https://www.meti.go.jp/shingikai/mono_info_service/entertainment_creative/index.html","経済産業省","映画・アニメ・ゲーム・音楽・マンガ・実写","2026年3月27日（第18回）","産業政策の中核"
"コンテンツ","省庁","2","文化審議会文化経済部会","https://www.bunka.go.jp/seisaku/bunkashingikai/bunka_keizai/05/","文化庁","文化産業・クリエイター支援・海外展開","2026年3月10日（第5回）","支援制度・基金・実装を見る場"
"コンテンツ","省庁","3","文化審議会著作権分科会政策小委員会","https://www.bunka.go.jp/seisaku/bunkashingikai/chosakuken/seisaku/","文化庁","著作権・流通・二次利用・海賊版対策","2026年3月4日（令和7年度第5回）","制度基盤を扱う"
"コンテンツ","省庁","8","マンガ、アニメ、特撮、ゲーム等の国際的な振興拠点及びメディア芸術連携基盤等整備推進に関する検討会議","https://www.bunka.go.jp/seisaku/bunkashingikai/kondankaito/geijyutsu_kiban/index.html","文化庁","マンガ・アニメ・特撮・ゲーム","2024年9月30日（第4回）","振興拠点・アーカイブ・国際発信"
"コンテンツ","省庁","","映画振興に関する懇談会","https://www.bunka.go.jp/seisaku/bunkashingikai/kondankaito/eiga/eigashinko/index.html","文化庁","映画","過去会議","映画政策の系譜資料"
"コンテンツ","省庁","","メディア芸術の国際的な拠点の整備に関する検討会","https://www.bunka.go.jp/seisaku/bunkashingikai/kondankaito/madiageijutsu/","文化庁","アニメ・ゲーム・マンガ等","2009年4月21日（第6回）","現在の拠点整備議論の前史"
"コンテンツ","省庁","9","デジタルアーカイブ推進に関する検討会","https://www.cas.go.jp/jp/seisakukaigi/titeki2/digitalarchive_kentoukai/dai1/index.html","内閣府知財","デジタルアーカイブ・文化資産活用","2025年3月28日（第5回）","保存・再利用政策の実務検討"
"コンテンツ","省庁","10","デジタルアーカイブ戦略懇談会","https://www.cas.go.jp/jp/seisakukaigi/titeki2/digital_archive/dai3/kaisai.html","内閣府知財","デジタルアーカイブ・文化資産活用","2025年5月14日（第3回）","戦略取りまとめ側"
"コンテンツ","実務者会合・調査","11","ロケ撮影の環境改善に関する実務者懇談会","https://www.cas.go.jp/jp/seisakukaigi/titeki2/jitsumusha_condankai/dai3/kaisai.html","内閣府知財","映画・映像・ロケ誘致","2024年3月21日（第3回）","撮影許認可や受入環境の改善"
"コンテンツ","実務者会合・調査","12","映画・アニメの制作現場におけるクリエイターの取引環境に係る実態調査","https://www.jftc.go.jp/houdou/pressrelease/2025/dec/251224_eigaanime.html","公正取引委員会","映画・アニメ","2025年12月24日公表","会議体ではなく調査"
"フードテック","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","フードテックは17重点分野の一つ"
"フードテック","官邸・政府横断","1","フードテックWG","https://www.maff.go.jp/j/kanbo/foodtech.html","農林水産省","植物工場・陸上養殖・食品機械・新規食品等","2026年4月9日（第3回）","日本成長戦略会議のフードテック分野の司令塔WG"
"フードテック","省庁","2","フードテック官民協議会総会","https://www.maff.go.jp/j/shokusan/sosyutu/index.html","農林水産省","フードテック全般・官民連携・ビジョン/ロードマップ","2026年2月26日（第16回）","フードテック推進ビジョン・ロードマップの推進母体"
"フードテック","省庁","","農林水産省フードテック研究会","https://www.maff.go.jp/j/shokusan/sosyutu/attach/pdf/foodtech-24.pdf","農林水産省","フードテック全般・市場創出・政策課題整理","2020年7月（中間とりまとめ時点で6回開催）","現在の官民協議会の前史"
"フードテック","省庁","3","食品衛生基準審議会 新開発食品調査部会","https://www.caa.go.jp/policies/council/fssc/meeting_materials/review_meeting_004/","消費者庁","細胞培養食品・ゲノム編集食品・新開発食品の安全性/制度","2026年3月30日（令和7年度第6回）","細胞培養食品の制度・安全性論点の中核部会"
"フードテック","省庁","4","フードテック官民協議会 細胞農業WT","https://food-tech.maff.go.jp/about/","農林水産省（官民協議会事務局）","細胞培養肉・表示・安全性・消費者コミュニケーション","直近開催日は今回確認未了","官民協議会の専門WT"
"フードテック","省庁","5","フードテック官民協議会 食と教育WT","https://food-tech.maff.go.jp/about/","農林水産省（官民協議会事務局）","食育・普及啓発・学校教育連携","直近開催日は今回確認未了","官民協議会の専門WT"
"フードテック","関連施策・系譜","","フードテック推進ビジョン・ロードマップ","https://www.maff.go.jp/j/shokusan/sosyutu/index.html","農林水産省","フードテック全般・市場創出・ルール整備・消費者理解","2025年10月25日（ロードマップ更新版掲載）","会議体ではなく政策文書"
"フードテック","関連施策・系譜","","フードテックに関する委託事業","https://www.maff.go.jp/j/shokusan/sosyutu/itaku.html","農林水産省","細胞培養食品等の法制度・市場規模・調査研究","事業報告書掲載ベース","会議体ではないが制度設計の基礎資料群"
"資源・エネルギー安全保障・GX","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","資源・エネルギー安全保障・GXは17重点分野の一つ"
"資源・エネルギー安全保障・GX","官邸・政府横断","1","GX実行会議","https://www.cas.go.jp/jp/seisaku/gx_jikkou_kaigi/index.html","官邸","GX政策全般・GX推進戦略","2025年12月22日（第16回）","GX全体の上位会議"
"資源・エネルギー安全保障・GX","官邸・政府横断","2","GX実現に向けた専門家WG","https://www.cas.go.jp/jp/seisaku/gx_jikkou_kaigi/index.html","内閣官房GX実行推進室・経済産業省GXグループ","資源・エネルギー安全保障・GX・分野別投資戦略・官民投資ロードマップ","2026年3月17日（第16回）","日本成長戦略会議の当該分野の司令塔WG"
"資源・エネルギー安全保障・GX","官邸・政府横断","","GX実現に向けたカーボンプライシング専門WG","https://www.cas.go.jp/jp/seisaku/gx_jikkou_kaigi/carbon_pricing_wg/kaisai.html","内閣官房・経済産業省","GX-ETS・カーボンプライシング・排出量取引制度","2024年12月19日（第5回）","ETS制度設計の中核WG"
"資源・エネルギー安全保障・GX","官邸・政府横断","","GX産業構造実現のためのGX産業立地WG","https://www.cas.go.jp/jp/seisaku/gx_jikkou_kaigi/sangyoritchi_wg/kaisai.html","内閣官房・経済産業省","GX産業立地・脱炭素電源地域・産業クラスター","2025年11月4日（第6回）","脱炭素電源立地と産業集積を扱う"
"資源・エネルギー安全保障・GX","省庁","3","総合資源エネルギー調査会 基本政策分科会","https://www.enecho.meti.go.jp/committee/council/basic_policy_subcommittee/","資源エネルギー庁","エネルギー基本計画・安定供給・脱炭素化・電力システム改革","2025年12月25日（第70回）","エネルギー政策全体の上位分科会"
"資源・エネルギー安全保障・GX","省庁","","総合資源エネルギー調査会 電力・ガス事業分科会 電力・ガス基本政策小委員会","https://www.enecho.meti.go.jp/about/whitepaper/2025/html/2-6-1.html","資源エネルギー庁","電力システム改革・安定供給・電源投資・料金制度","2025年3月（検証結果取りまとめ）","電力システム改革検証の中核"
"資源・エネルギー安全保障・GX","省庁","","総合資源エネルギー調査会 電力・ガス事業分科会 次世代電力・ガス事業基盤構築小委員会","https://www.enecho.meti.go.jp/committee/council/basic_policy_subcommittee/2025/070/070_010.pdf","資源エネルギー庁","次世代電力システム・系統整備・蓄電池・公的役割","2025年12月時点で年4回開催済み","基本政策分科会資料で開催実績を確認"
"資源・エネルギー安全保障・GX","省庁","","総合資源エネルギー調査会 基本政策分科会 発電コスト検証WG","https://www.enecho.meti.go.jp/committee/council/basic_policy_subcommittee/mitoshi/cost_wg/2024/06.html","資源エネルギー庁","電源別コスト・統合コスト・2040年電源評価","2025年1月24日〜28日（第6回）","2040年電源構成議論の基礎"
"資源・エネルギー安全保障・GX","省庁","4","総合資源エネルギー調査会 省エネルギー・新エネルギー分科会 水素・アンモニア政策小委員会","https://www.meti.go.jp/shingikai/enecho/shoene_shinene/suiso_seisaku/index.html","資源エネルギー庁","水素・アンモニア・供給利用促進・拠点整備","2026年3月27日（第16回）","低炭素水素等の実装中核"
"資源・エネルギー安全保障・GX","省庁","5","総合資源エネルギー調査会 資源・燃料分科会 脱炭素燃料政策小委員会","https://www.meti.go.jp/shingikai/enecho/shigen_nenryo/nenryo_seisaku/index.html","資源エネルギー庁","バイオ燃料・合成燃料・SAF・燃料転換","2025年12月9日（第20回）","次世代燃料政策の中核"
"資源・エネルギー安全保障・GX","省庁","6","総合資源エネルギー調査会 資源・燃料分科会 カーボンマネジメント小委員会","https://www.meti.go.jp/shingikai/enecho/shigen_nenryo/carbon_management/index.html","資源エネルギー庁","CCS・カーボンマネジメント・制度整備","2025年12月3日（第10回）","CCS制度・支援設計の上位小委"
"資源・エネルギー安全保障・GX","省庁","","CCS事業の支援措置に関するWG","https://www.meti.go.jp/shingikai/enecho/shigen_nenryo/carbon_management/ccs_wg/index.html","資源エネルギー庁","CCS支援制度・先進的CCS事業","2025年6月11日（第5回）","CCS投資支援の詳細設計"
"資源・エネルギー安全保障・GX","省庁","10","CCS事業制度検討WG","https://www.meti.go.jp/shingikai/enecho/shigen_nenryo/carbon_management/ccs_business_system/index.html","資源エネルギー庁","CCS事業法・制度運用・事業環境整備","2025年11月25日（第3回）","CCS制度面の実務WG"
"資源・エネルギー安全保障・GX","省庁","7","総合資源エネルギー調査会 資源・燃料分科会 資源開発・燃料供給小委員会","https://www.meti.go.jp/shingikai/enecho/shigen_nenryo/sekiyu_gas/index.html","資源エネルギー庁","LNG・石油・石炭・国内資源開発・エネルギー安全保障","2025年12月5日（第25回）","資源安全保障の中核"
"資源・エネルギー安全保障・GX","省庁","","総合資源エネルギー調査会 電力・ガス事業分科会 特定放射性廃棄物小委員会","https://www.meti.go.jp/shingikai/enecho/denryoku_gas/radioactive_waste/index.html","資源エネルギー庁","高レベル放射性廃棄物・最終処分","2025年4月25日（第6回）","最終処分政策の中核小委"
"資源・エネルギー安全保障・GX","省庁","","特定放射性廃棄物小委員会 地層処分技術WG","https://www.meti.go.jp/shingikai/enecho/denryoku_gas/radioactive_waste/geological_disposal/index.html","資源エネルギー庁","地層処分技術・技術評価","2024年7月4日（第5回）","地層処分の技術論点"
"資源・エネルギー安全保障・GX","省庁","","原子力人材育成・強化に係る協議会","https://www.enecho.meti.go.jp/category/electricity_and_gas/nuclear/001/event/humanresource/mainpage/mainpage.html","資源エネルギー庁","原子力人材確保・育成・強化","2026年3月13日（第3回）","原子力の持続的活用を支える人材政策会議"
"資源・エネルギー安全保障・GX","省庁","","核燃料サイクルの実効性向上に向けた枠組み検討WG","https://www.meti.go.jp/shingikai/enecho/denryoku_gas/genshiryoku/nuclear_fuel_cycle_wg/index.html","資源エネルギー庁","核燃料サイクル・再処理・制度枠組み","2025年12月12日（第2回）","核燃料サイクルの実効性向上を検討"
"資源・エネルギー安全保障・GX","関連施策・系譜","","再生可能エネルギー大量導入・次世代電力ネットワーク小委員会","https://www.enecho.meti.go.jp/about/special/johoteikyo/saiene/","資源エネルギー庁","再エネ大量導入・系統整備・市場設計","直近開催日は今回個別確認未了","系譜として重要"
"資源・エネルギー安全保障・GX","関連施策・系譜","","持続可能な電力システム構築小委員会","https://www.enecho.meti.go.jp/committee/council/basic_policy_subcommittee/system_kouchiku/013/","資源エネルギー庁","脱炭素と安定供給を両立する電力システム","2021年12月3日（第13回）","現行制度議論の前段"
"資源・エネルギー安全保障・GX","関連施策・系譜","","2050年カーボンニュートラルを見据えた次世代エネルギー需給構造検討小委員会","https://www.enecho.meti.go.jp/committee/council/basic_policy_subcommittee/carbon_neutral/002/","資源エネルギー庁","次世代エネルギー需給構造・CN実現シナリオ","2022年1月19日（第2回）","クリーンエネルギー戦略の前段"
"資源・エネルギー安全保障・GX","省庁","8","産業構造審議会 グリーンイノベーションプロジェクト部会","https://www.meti.go.jp/shingikai/sankoshin/green_innovation/index.html","経済産業省","GX投資・GI基金・個別プロジェクト進捗","2026年3月6日（第18回）","大型政府支援案件を審議"
"資源・エネルギー安全保障・GX","省庁","9","GX実現に向けた排出量取引制度の検討に資する法的課題研究会","https://www.env.go.jp/earth/ondanka/page_01417.html","環境省・経済産業省","排出量取引制度・カーボンプライシング・法制度","2024年12月4日（第6回）","GX-ETS法的論点の整理"
"防災・国土強靱化","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","防災・国土強靱化は17重点分野の一つ"
"防災・国土強靱化","官邸・政府横断","1","国土強靱化推進会議","https://www.cas.go.jp/jp/seisaku/suisinkaigi/index.html","内閣官房国土強靱化推進室","防災・減災・国土強靱化全般","2026年2月19日（第18回）","日本成長戦略会議の当該分野の司令塔会議"
"防災・国土強靱化","官邸・政府横断","2","中央防災会議","https://www.bousai.go.jp/kaigirep/chuobou/index.html","内閣府（防災担当）","防災基本計画・総合防災訓練・政府全体の防災政策","2024年6月28日（第44回）","防災政策の最高位会議"
"防災・国土強靱化","官邸・政府横断","3","防災対策実行会議","https://www.bousai.go.jp/kaigirep/chuobou/jikkoukaigi/index.html","内閣府（防災担当）","省庁横断防災対策・実行促進","2024年6月21日（第21回）","防災対策を実行に結びつける専門調査会"
"防災・国土強靱化","官邸・政府横断","4","防災庁設置準備アドバイザー会議","https://www.cas.go.jp/jp/seisaku/bousaichou_preparation/kaigi/index.html","内閣官房","防災庁設置準備・事前防災・災害対応・被災者支援","2025年6月17日（報告書公表）","設置準備の中核会議"
"防災・国土強靱化","官邸・政府横断","5","大規模地震防災対策推進検討会","https://www.bousai.go.jp/jishin/index.html","内閣府（防災担当）","大規模地震・事前防災・避難生活支援・後発地震注意情報","2026年3月2日（第4回）","公開資料から直近回を確認"
"防災・国土強靱化","官邸・政府横断","","首都直下地震対策検討WG","https://www.bousai.go.jp/jishin/syuto/taisaku_wg_02/index.html","内閣府（防災担当）","首都直下地震・被害想定・政府BCP・首都中枢継続","2025年12月19日（報告書公表）","防災対策実行会議の下のWG"
"防災・国土強靱化","官邸・政府横断","","南海トラフ巨大地震対策検討WG","https://www.bousai.go.jp/jishin/nankai/taisaku_wg/index.html","内閣府（防災担当）","南海トラフ巨大地震・被害想定・対策","2013年5月28日（最終報告）","現行の被害想定・対策議論の系譜として重要"
"防災・国土強靱化","官邸・政府横断","","令和6年能登半島地震を踏まえた災害対応検討WG","https://www.bousai.go.jp/jishin/noto/taisaku_wg_02/index.html","内閣府（防災担当）","能登半島地震の検証・被災者支援・物資輸送・受援","2024年11月13日（第9回）","防災対策実行会議の下のWG"
"防災・国土強靱化","官邸・政府横断","6","火山防災対策会議","https://www.bousai.go.jp/kazan/taisakukaigi/index.html","内閣府（防災担当）","火山防災・避難計画・火山灰対策","2026年3月17日（第21回）","火山防災政策の中核会議"
"防災・国土強靱化","官邸・政府横断","","火山防災協議会等連絡・連携会議","https://www.bousai.go.jp/kazan/kazan/renkeikaigi/index.html","内閣府（防災担当）","火山防災協議会相互の情報共有・地域連携","2025年11月26日（第14回）","地域の火山防災協議会の横断連携"
"防災・国土強靱化","官邸・政府横断","","多様な主体間における連携・協働による「避難生活支援・防災人材育成エコシステム」構築の具体化に向けた検討会","https://www.bousai.go.jp/kaigirep/kentokai/eco_system/index.html","内閣府（防災担当）","避難生活支援・防災人材育成・官民連携","2025年1月8日（第2回）","避難生活支援と人材育成の実務検討"
"防災・国土強靱化","省庁","7","流域治水の推進に向けた関係省庁実務者会議","https://www.mlit.go.jp/report/press/mizukokudo05_hh_000267.html","国土交通省（水管理・国土保全局）","流域治水・気候変動下の水災害対策・関係府省連携","2026年2月27日","流域治水の政府横断実務会議"
"防災・国土強靱化","省庁","10","災害に強い首都「東京」の形成に向けた連絡会議","https://www.mlit.go.jp/report/press/mizukokudo05_hh_000266.html","国土交通省・東京都","首都圏の洪水・地震対策・防災まちづくり・高台まちづくり","2026年3月3日（第6回）","国と東京都の実務者連絡会議"
"防災・国土強靱化","省庁","8","社会資本整備審議会・交通政策審議会技術分科会技術部会 インフラマネジメント戦略小委員会","https://www.mlit.go.jp/policy/shingikai/s204_management02.html","国土交通省","インフラ老朽化対策・維持管理・予防保全・強靱化","2026年2月26日（第2回）","インフラの戦略的マネジメントの中核"
"防災・国土強靱化","省庁","","下水道BCP策定マニュアル改訂検討委員会","https://www.mlit.go.jp/mizukokudo/sewerage/mizukokudo_sewerage_tk_001071.html","国土交通省（下水道部）","下水道BCP・災害時の業務継続・下水道強靱化","2026年2月26日（第4回）","能登半島地震を踏まえた改訂"
"防災・国土強靱化","省庁","","港湾におけるi-Construction・インフラDX推進委員会","https://www.mlit.go.jp/kowan/kowan_fr5_000061.html","国土交通省（港湾局）","港湾インフラDX・施工自動化・BIM/CIM・災害対応力強化","2026年3月3日（第4回）","港湾分野の防災・強靱化にも接続"
"防災・国土強靱化","省庁","9","大規模土砂災害の緊急対策の強化に関する検討委員会","https://www.mlit.go.jp/river/sabo/dosyasaigai_kinkyutaisaku.html","国土交通省（水管理・国土保全局砂防部）","河道閉塞・火山噴火・複合災害時の緊急調査/応急対策","2026年3月17日（第2回）","能登半島での地震・大雨の教訓を踏まえた実務委員会"
"防災・国土強靱化","省庁","","土砂災害防止対策推進検討会","https://www.mlit.go.jp/river/sabo/committee_dosyasaigaitaisaku.html","国土交通省（水管理・国土保全局砂防部）","土砂災害防止対策・避難・警戒区域・対策強化","2025年4月22日（提言公表）","2024年6月設置・2025年4月提言公表"
"防災・国土強靱化","関連施策・系譜","","防災・国土強靱化分野の成長戦略の検討について","https://www.cas.go.jp/jp/seisaku/suisinkaigi/joukyou_dai18/shiryo6.pdf","内閣官房国土強靱化推進室","危機管理投資・成長投資・防災産業・施工自動化・新技術活用","2026年2月19日（第18回資料）","会議体ではなく成長戦略検討資料"
"防災・国土強靱化","関連施策・系譜","","第7期科学技術・イノベーション基本計画（防災・国土強靱化関連技術）","https://www8.cao.go.jp/cstp/kihonkeikaku/7honbun.pdf","内閣府（CSTI）","災害観測・予測・耐震・免震等の重要技術","2026年3月27日（計画本文公表）","会議体ではなく上位政策文書"
"創薬・先端医療","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","創薬・先端医療は17重点分野の一つ"
"創薬・先端医療","官邸・政府横断","1","創薬・先端医療WG","https://www8.cao.go.jp/iryou/ss_wg.html","内閣府","創薬・先端医療・医療機器・再生医療・医療データ/AI","2026年4月6日（第5回）","日本成長戦略会議の当該分野の司令塔WG"
"創薬・先端医療","官邸・政府横断","","健康・医療戦略推進本部","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/index.html","内閣官房","健康・医療政策全般・研究開発推進・AMED連携","直近開催日は今回個別確認未了","健康・医療戦略の上位本部"
"創薬・先端医療","官邸・政府横断","2","健康・医療戦略推進専門調査会","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/index.html","内閣官房","健康・医療戦略の進捗管理・各協議会フォローアップ","2026年3月19日（第46回）","健康・医療戦略の実務的フォローアップ会議"
"創薬・先端医療","官邸・政府横断","","創薬力向上のための官民協議会","https://www.cas.go.jp/jp/seisaku/souyakuryoku/index.html","内閣官房健康・医療戦略推進本部","創薬エコシステム・ドラッグラグ/ロス・創薬基盤","2025年6月26日（第1回）","同年9月以降は下部WGで議論"
"創薬・先端医療","官邸・政府横断","3","医薬品開発協議会","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/iyakuhin/index.html","内閣官房健康・医療戦略推進本部","医薬品開発・AI創ِمض・治験体制・健康医療安全保障","2026年2月27日（第2回）","創薬力向上のための官民協議会の下部協議会"
"創薬・先端医療","官邸・政府横断","","医療機器・ヘルスケア開発協議会","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/kiki_healthcare/index.html","内閣官房健康・医療戦略推進本部","医療機器・ヘルスケア・プログラム医療機器・実装","直近開催日は今回個別確認未了","健康・医療戦略推進本部の協議会群の一つ"
"創薬・先端医療","官邸・政府横断","","ゲノム医療協議会","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/genome/index.html","内閣官房健康・医療戦略推進本部","ゲノム医療・がんゲノム・データ活用","直近開催日は今回個別確認未了","健康・医療戦略推進本部の協議会群の一つ"
"創薬・先端医療","官邸・政府横断","","再生・細胞医療・遺伝子治療開発協議会","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/saisei/index.html","内閣官房健康・医療戦略推進本部","再生・細胞医療・遺伝子治療・製造/供給基盤","直近開催日は今回確認未了","健康・医療戦略推進本部の協議会群の一つ"
"創薬・先端医療","官邸・政府横断","","健康・医療データ利活用基盤協議会","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/data_rikatsuyou/index.html","内閣官房健康・医療戦略推進本部","医療データ利活用・創薬/医療機器開発基盤・ライフコースデータ","2025年10月17日（第2回）","創薬・先端医療を支えるデータ基盤会議"
"創薬・先端医療","官邸・政府横断","","感染症協議会","https://www.cas.go.jp/jp/seisakukaigi/kenkouiryou/kansenshou/index.html","内閣官房健康・医療戦略推進本部","治療薬・診断薬・ワクチン・感染症有事の研究開発/生産体制","2026年3月14日（第4回議事概要公表）","創薬・健康医療安全保障と接続"
"創薬・先端医療","省庁","4","厚生科学審議会 再生医療等評価部会","https://www.mhlw.go.jp/stf/shingi/shingi-kousei_247499.html","厚生労働省","再生医療・細胞治療・遺伝子治療・安全性確保","2026年4月15日（第116回）","再生医療等安全性確保法等に関する中核会議"
"創薬・先端医療","省庁","5","特定医療技術等開発推進検討会","https://www.mhlw.go.jp/stf/shingi/other-isei_20490.html","厚生労働省","再生・細胞医療・遺伝子治療の開発推進","2026年3月16日（第1回）","新設の実務検討会"
"創薬・先端医療","省庁","","先進医療会議","https://www.mhlw.go.jp/stf/shingi/other-hoken_129195.html","厚生労働省","先進医療の評価・導入・保険外併用療養","2026年4月9日（第153回）","先端医療の制度実装の中核会議"
"創薬・先端医療","省庁","","先進医療技術審査部会","https://www.mhlw.go.jp/stf/shingi/other-isei_127310.html","厚生労働省","先進医療技術の技術評価・審査","2026年4月9日（第186回）","先進医療会議と連動する技術審査部会"
"創薬・先端医療","省庁","","がんゲノム医療中核拠点病院等の指定要件に関するWG","https://www.mhlw.go.jp/stf/newpage_04474.html","厚生労働省","がんゲノム医療・拠点病院指定・体制整備","2026年3月13日（第7回）","がんゲノム医療体制の制度設計WG"
"創薬・先端医療","省庁","","革新的医薬品・医療機器・再生医療等製品創出のための官民対話","https://www.mhlw.go.jp/stf/newpage_67663.html","厚生労働省","医薬品・医療機器・再生医療産業政策・官民政策対話","2025年11月26日","産業界・行政トップの対話"
"創薬・先端医療","省庁","","ライフサイエンス委員会","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/044/index.htm","文部科学省","ライフサイエンス研究基盤・創薬研究支援・バイオ医薬品","2026年1月16日（第120回）","文科省の研究基盤政策中核"
"創薬・先端医療","省庁","","ライフサイエンス委員会 基礎・横断研究戦略作業部会","https://www.mext.go.jp/b_menu/shingi/gijyutu/gijyutu2/116/1421534_00002.htm","文部科学省","創薬支援基盤・BINDS・研究基盤・データ基盤","2026年3月24日（第3回）","次期BINDS等を議論"
"創薬・先端医療","省庁","","国立研究開発法人審議会 日本医療研究開発機構部会","https://www.mext.go.jp/b_menu/shingi/kokurituken/009/index.htm","文部科学省","AMED中長期目標・研究開発支援体制","直近開催日は今回個別確認未了","AMED評価を通じて創薬・先端医療を下支え"
"創薬・先端医療","関連施策・系譜","","創薬力の向上により国民に最新の医薬品を迅速に届けるための構想会議","https://www.cas.go.jp/jp/seisaku/souyakuryoku/index.html","内閣官房健康・医療戦略推進本部","創薬力強化・ドラッグラグ/ロス・創薬エコシステム","2024年7月（工程表/サミット等公表）","現行創薬政策の前段となる構想会議"
"創薬・先端医療","関連施策・系譜","","創薬エコシステムサミット（Gate Opening Summit for Innovative Drug Discovery）","https://www.cas.go.jp/jp/seisaku/souyakuryoku/index.html","内閣官房健康・医療戦略推進本部","創薬スタートアップ・国際連携・エコシステム形成","2024年7月30日","会議体というより政策イベント"
"創薬・先端医療","関連施策・系譜","","Japan Biotech Showcase & Symposium 2026","https://www.mhlw.go.jp/stf/newpage_71425.html","厚生労働省","創薬系スタートアップ・社会実装・国際ネットワーク","2026年3月25日～26日","会議体ではなく政策イベント"
"フュージョンエネルギー","官邸・政府横断","","日本成長戦略会議","https://www.cas.go.jp/jp/seisaku/nipponseichosenryaku/index.html","官邸","成長戦略全般・17重点分野","2026年3月10日（第3回）","フュージョンエネルギーは17重点分野の一つ"
"フュージョンエネルギー","官邸・政府横断","1","フュージョンエネルギーWG","https://www8.cao.go.jp/cstp/fusion/fusion_wg/1kai/1kai.html","内閣府","フュージョンエネルギー・官民投資ロードマップ・社会実装","2026年2月12日（第1回）","日本成長戦略会議の当該分野の司令塔WG。内閣府資料では2026年3月に第2回、4月に第3回予定も確認"
"フュージョンエネルギー","官邸・政府横断","2","フュージョンエネルギーの社会実装に向けた基本的な考え方検討タスクフォース","https://www8.cao.go.jp/cstp/fusion/taskforce_social/6kai/6kai.html","内閣府","社会実装・ロードマップ・実施主体・サイト選定・市場形成","2026年3月16日（第6回）","社会実装論点の中核タスクフォース"
